Text,Label
I know...,Emilia
"Emilia, promise me. You'll keep your promises from now on.",Fortuna
"Mmhm... yes, I promise. I'm so sorry, Mother.",Emilia
Alright. Everything's fine then.,Fortuna
Juice? What are you doing over there?,Fortuna
"But anyway, Emilia. These fairies you mentioned are...?",Fortuna
"Oh, they're...",Emilia
"Fairies, come here.",Emilia
"It couldn't be, minor spirits? And so many of them. ...How?",Fortuna
"Aptytoode, for spiritualism?",Emilia
I can be one of those?,Emilia
Mother Fortuna and Juice are like a mom and dad.,Emilia
Wh!?,Fortuna
—Juice.,Fortuna
"Mother, and father?",Emilia
"Hrmp... You're so mean, Mother Fortuna...",Emilia
Really!? You promise? No going back on it?,Emilia
"Oh, no, this girl. Just where could she've learned to be so fussy?",Fortuna
"Yes, I promise. This is a promise between you and me, and it's sooo important.",Fortuna
...Okay then. I'll go back to the room.,Emilia
"See you, Juice. Promise that we'll meet again.",Emilia
—,Emilia
...Who're you!?,Fortuna
"...For a man, you sure love talking.",Fortuna
PANDORAAAAAAAAAAAAA!!,Fortuna
"Be impaled, and apologize to my brother and the rest!!",Fortuna
AaAand now—!!,Fortuna
You know what that was?,Emilia
What do you...,Emilia
"You...! That woman is right there, and you're telling me to stand down!?",Fortuna
—!,Fortuna
M-Mother...,Emilia
Emilia!,Fortuna
"If we do that, what will you do?",Fortuna
I'm coming back to help you.,Fortuna
JUICE!!,Emilia
"...It's strange. Me, I was taken away, so I shouldn't be seeing what happens here.",Emilia
Echidna... that kind of sounded like you're trying to make me go that way.,Emilia
Me overthinking... isn't it. Your phrasing and attitude just then was weird.,Emilia
"No... Juice, what are you doing!?",Emilia
—,Emilia
Juice...,Emilia
The forest's being torn down!?,Emilia
No way...,Emilia
Then it should be fine for us to stay quiet and watch. I'll...,Emilia
...You're right. Let's follow me and Mother. Will Juice...?,Emilia
"—oop,",Emilia
"Emilia... Emilia, Emilia, Emilia!",Fortuna
"Mother, Fortuna...",Emilia
"Mother Fortuna... was, my real mother...",Emilia
"I love you, Mother Fortuna...",Emilia
"Arch, how is the village?",Fortuna
"Isn't looking good, then.",Fortuna
"Mm, mm...",Emilia
"Arch, was that 'scary' really necessary? Geez...",Fortuna
"Hiding her here won't work any more, will it.",Fortuna
"No! We will be the ones to fight! Fortuna-sama, you take Emilia and exit the forest!",Arch
I'm sorry.,Fortuna
No! As if there could possibly be any one of us who thinks that!,Arch
Arch...,Fortuna
"I'm sorry. —Once again, I've invalidated the family I live with.",Fortuna
"Fortuna-sama... I-I may have, said too...",Arch
"No, it was important that you did. I'm sorry, Arch. And thank you.",Fortuna
"D-don't, Mother. I... I...",Emilia
"For-Fortuna-sama... I,",Arch
"Please, Arch, Emilia. She's my, my brother's, my sister in law's, daughter.",Fortuna
—!,Arch
"I'm sorry. For pushing everything onto children, please forgive us.",Fortuna
Emilia,Fortuna
You're not alone at all. Listen closely.,Fortuna
Emilia.,Fortuna
"Liar. Liar, liar, liar... You're lying, Mother...",Emilia
Emilia. —Promise.,Fortuna
Emilia and her Mother will always be together. That's what I promise you.,Fortuna
"Y-you'll, really... be with me?",Emilia
"Yes, really. More than anyone else in the world, your Mother loves you, sooo much, Lia.",Fortuna
"Mother Fortuna... l-love you too... love you, love you...",Emilia
"I love you. I love you, Mother Fortuna. Love you, sooo much, love you, treasure you...",Emilia
"Love you, Lia.",Fortuna
"—I'm counting on you, Arch.",Fortuna
...Understood.,Arch
Get away safely.,Fortuna
"I will... Yes, I will! I won't let Emilia... won't let this girl be hurt by anybody!",Arch
That way. I'm begging you.,Fortuna
—,Arch
"—I love you, Emilia.",Fortuna
Emilia!,Arch
Emilia...,Arch
"Was, I a bad girl...? Is everybody, in the world going to, hate me... and, I'll be alone?",Emilia
The Cardinal's...!,Arch
Some other issue has...?,Arch
—!?,Arch
Pandora? That isn't a name I've...,Arch
—!?,Arch
But!,Arch
"Potpourri of Pestilence... Witchbeast of Blight, the Blacksnake!",Arch
—Fuck!,Arch
Ahg—,Arch
...FULA!!,Arch
Humaauh!,Arch
Arch...?,Emilia
It's... nothing... I'm... all fine!,Arch
...Emilia. Do you see the white flowers between those two trees?,Arch
...Mm.,Emilia
"Can, you run to those flowers? Run, past the flowers... go straight... go straight, ahead...",Arch
"I, can. I can. But...",Emilia
"Then, get running—",Arch
"Everything's okay. Emilia, you, won't be alone...",Arch
Arch...,Emilia
"Now, run off. No matter what you hear, don't look back... run!",Arch
Like anyone could let you get away...,Arch
"I know she'll be okay, Fortuna-sama.",Arch
—,Arch
Hahh... hahh... hauhhh...,Emilia
Auhh... aaaaauah!,Emilia
"The, siel...",Emilia
"—auh,",Emilia
I...,Emilia
"Yes, yes, it's me. Juice, you're...",Fortuna
I left her with someone trustworthy and they fled the forest. She's fine.,Fortuna
Huh?,Fortuna
...No way.,Fortuna
"But Juice, you...",Fortuna
Don't say these ridiculous things.,Fortuna
"To keep you from dying. And if you do die, for me to be at your side.",Fortuna
"I'm weak. I act strong when I'm around you and Emilia, that's all.",Fortuna
—!,Fortuna
"Juice, your arms...",Fortuna
—Juice.,Fortuna
"—Frigid white, captor of time, magic palm of sheer ice.",Fortuna
Right... I...,Emilia
Mother... Juice... Arch...,Emilia
"That's, right... the siel, the siel!",Emilia
Have to go there.,Emilia
"The siel should be... but, which way was it?",Emilia
"Auh, hah...",Emilia
—Hm?,Emilia
"The, fairies?",Emilia
"You're telling me, where to go?",Emilia
"If I go that way, I'll find the siel? I'll be able to save Mother and everybody?",Emilia
"Mm... mm, mhm.",Emilia
"I... with everybody, again...",Emilia
"Because I'm, a good girl...",Emilia
Why are... you here?,Emilia
Why are... you here?,Emilia
Huh?,Emilia
"When you're done with the siel, will you please go home...?",Emilia
Key...?,Emilia
"I, don't know anything about that...",Emilia
I-I'll open it! I will open it!,Emilia
"A, witch's...?",Emilia
"Hahh... hauh, hahhh... ahh...",Emilia
A key...,Emilia
"You... can't, see it?",Emilia
"—ah,",Emilia
"I-I, can't open it...",Emilia
"A-and, so...",Emilia
"Which, hope?",Emilia
—ah.,Emilia
"I... promised, my... mother, I'd keep... my, promises, so... mother...",Emilia
...huh?,Emilia
Take this!!,Fortuna
...Emilia?,Fortuna
Why is Emilia...? She was meant to have escaped the...,Fortuna
—!,Fortuna
—! Emilia and I aren't blood relatives! Her adorable face is from my sister in law!,Fortuna
Don't you dare talk about my brother and sister in law!!,Fortuna
El Huma!!,Fortuna
—! Tedious talk!,Fortuna
"—aagh,",Emilia
E-Emilia!?,Fortuna
"No! Emilia, I'm so sorry! I didn't mean to! That wasn't what I...",Fortuna
"You've been saying so much nonsensical junk, over and over!",Fortuna
Who the hell do you think you are to demand kindness from me!? Emilia's parents...,Fortuna
—Don't be stupid.,Fortuna
"When it's the pillagers saying it, the words are empty and superficial!",Fortuna
"Oh, Emilia... Emilia, I'm sorry. Why are you... where's Arch?",Fortuna
"Arch... told me, to run to the white flowers... so, me, I ran...",Emilia
"Emilia, Emilia... you did so well to keep your promise. You're amazing. You're amazing.",Fortuna
"Mother... Mother, I, I...",Emilia
Emilia... you're my pride. My treasure.,Fortuna
All I want right now is to dump the shards of your frozen corpse off the Cascades.,Fortuna
Juice!,Fortuna
Al Huma!!,Fortuna
—mother?,Emilia
juice?,Emilia
"Mother,",Emilia
"...I'm, sorry, brother...",Fortuna
"Mother,",Emilia
"I didn't... stay, by, a single thing, you... told me...",Fortuna
"I know, you'll... be angry, sister... I know you, won't, forgive me...",Fortuna
"—I forgive you, mother.",Emilia
...Mother?,Emilia
Lia.,Fortuna
You big crybaby.,Fortuna
"I love you, sooo much...",Fortuna
"Open, the siel?",Emilia
Just die.,Emilia
Just die.,Emilia
Just die.,Emilia
Just die.,Emilia
JUST DIE!,Emilia
"Just die, just die, just die, just die!!",Emilia
Hahhh! Hahhh! Hauhhh!,Emilia
"Just die, just die just die just die, just die...",Emilia
"Just die, just die!",Emilia
"—Ah,",Emilia
—,Emilia
"—ther,",Emilia
"My, strength...",Emilia
...You're not insulting me like you were before?,Emilia
Thank you.,Emilia
I wonder if anyone's still alive... in this frozen forest.,Emilia
Present an answer for the TRIAL?,Emilia
—That's already been taught to me.,Emilia
Mother loved me.,Emilia
I don't regret anything.,Emilia
"No, it's a forecast for a happy future!",Emilia
"I'll shout myself hoarse as I holler my dreams, so that my Mother in the sky can hear it!",Emilia
I am happy in the world that my Mother loved!,Emilia
Exactly. Anything wrong with it?,Emilia
"My, mother... you don't mean Mother Fortuna, you know about my other mother?",Emilia
"You can say anything you want. Me, I've gotten used to your insults.",Emilia
They won't?,Emilia
"When you talk in a way that sounds like I'm not thinking, it actually strings sooo much.",Emilia
But I don't really hate you.,Emilia
"—I'm sorry, Mother.",Emilia
Mother... mother...,Emilia
...We won't be seeing each other's faces for a while.,Emilia
You really are so overprotective.,Emilia
"...Okay. Mm, everything's fine now.",Emilia
I wish for you to please not be too mad.,Emilia
I did think you'd be around... but actually seeing you makes me feel kinda defeated.,Subaru
"That's him anticipating too much. Seriously, how huge are his estimations of me?",Subaru
Ohmegah?,Garfiel
"Hell's that, Captain. That name.",Garfiel
"No, I just mean that name's way too cool f'r th'granny... ain't fair.",Garfiel
"Basically. When there's more of you, I'll give you cool names too.",Subaru
But there ain't gonna be more of me...,Garfiel
"Well yer sure got over whatever goddamn guilt yer had, Captain.",Garfiel
"Roswaal's, state?",Subaru
"Stubborn, ain't ya. 'S a good thing t'be, granny.",Garfiel
"Seriously? I said that? Nononono hold on, oh crap, belated mortification.",Subaru
That's 'cause your head's running a whole lap behind.,Subaru
"The mastermind of the nefarious plot, a face-to-face conversation with the boss clown.",Subaru
Captain...,Garfiel
"Hoooooooow domesticated you've beeeeeeeecome, Garfiel.",Roswaal
Roswaal!,Subaru
You take that back! You don't have any right to mock Garfiel's feelings!,Subaru
—!,Subaru
"Yer words ain't got a lotta punch t'em, Roswaal.",Garfiel
Because feelings never change?,Subaru
Exactly!,Roswaal
"Because you've had these feelings for a long, long time?",Subaru
"Yes, exactly!",Roswaal
"Seriously, how come, Roswaal?",Subaru
—Because that's what I believe.,Roswaal
—!,Subaru
—! Bastard...,Garfiel
Yer got it wrong! I...,Garfiel
Hrah—!,Garfiel
Ghuh...,Roswaal
Then why are you standing in this room...,Roswaal
Wha?!,Roswaal
"Impossible... you're, you're not capable of facing your past again!",Roswaal
I ain't gonna tell yer what I figured out. 'S a waste on you.,Garfiel
What!?,Roswaal
"But I will tell yer one thing, why'm sidin' with th'Captain.",Garfiel
What.,Garfiel
"...No, it's nothing. Counting on you.",Subaru
Roswaal.,Subaru
Emilia's not going to do what you want either. She's going to overcome it.,Subaru
I have never seen a woman so fucking horrendous at crying before!,Subaru
—,Roswaal
"My name is Natsuki Subaru! Knight to the silver half-elf, Emilia!",Subaru
"As if, she can..",Roswaal
"...Regardless of what anyone may do, my feelings shall not waver.",Roswaal
"I'll, make it snow...",Roswaal
Do what you want. I'm crushing all your plans and crushing them unremittingly.,Subaru
Y'damn idiot.,Garfiel
Doing that meant we lost out on the most important point...,Subaru
"I mean, that's the idea...",Subaru
But anyway... that pose was so cool!,Garfiel
It looks like you're done speaking with the Margrave. How did everything go?,Otto
Yeah. Got him to pick up the fight we put down.,Subaru
Was that what we were attempting to do here!?,Otto
Do you remember what you went there to do? This truly isn't a joke.,Otto
Leave everythin' t'my amazin' self. —I am th'goddamn strongest.,Garfiel
And so the three idiots and one clever dragon have departed by carriage for the mansion.,Ram
"I see then. ...Well, I guess they had to.",Emilia
...Is that all?,Ram
But it means they don't think I'm going to fail.,Emilia
I wonder if he really does love me. What do you think?,Emilia
"Barusu has more feelings for you than he does for anyone else, Emilia-sama.",Ram
"...Huhuhu, thank you.",Emilia
"Emilia-sama, I must apologize.",Ram
What's wrong?,Emilia
It's sooo uncommon for you to apologize.,Emilia
"I think the same. ...However, now is the first time that I bow my head to you sincerely.",Ram
And so you helped Subaru and Otto-kun?,Emilia
...You might be right.,Emilia
Why did you do that for me?,Emilia
—Because it is essential to demonstrate your own sincerity before making a request.,Ram
—,Emilia
"I ask of you, Emilia-sama. —Please save my master, Roswaal-sama.",Ram
...Save Roswaal?,Emilia
Will Roswaal be okay if that's destroyed?,Emilia
What do I have to do?,Emilia
—I ask for you to ascend to the throne.,Ram
—,Emilia
I honestly don't know how me being Ruler will save Roswaal.,Emilia
...,Ram
"And I don't think I can truly understand what your feelings are, either.",Emilia
...,Ram
But.,Emilia
This is the first time you've ever requested anything from me.,Emilia
"I'll do it, Ram. You believe in me, and I want to answer to that.",Emilia
"And that's definitely something I'll need to start, right here.",Emilia
...I gotta save Rem-san.,Petra
B-but what about you?,Petra
This is... just like the forest.,Petra
—I gotta.,Petra
"—ah,",Petra
"...au,",Petra
Big Sis Frederica!,Petra
"You naughty girl, Petra. I told you to flee... you are going to get a scolding after this.",Frederica
Y-yes m'aam!,Petra
"My large size does bother me, you realise. Likely from my father.",Frederica
Your hobbies cannot be called tasteful.,Frederica
"Frustratingly, this is not going to prove an adequate match.",Frederica
I see. I find myself rather wishing to curse whoever failed to terminate you.,Frederica
"Petra. This time, truly do leave the mansion. I shall stall her.",Frederica
"B-But, Big Sis...",Petra
How deranged.,Frederica
"Petra. She is targeting yourself, myself, and Beatrice-sama. Do you understand?",Frederica
"—Yes, m'aam.",Petra
Leave!,Frederica
Yes m'aam!,Petra
"Yes, she's my pride!",Frederica
Wh!?,Frederica
Spider!,Frederica
"But if, Beatrice-sama was here...!",Petra
"This one... not it, then this one!?",Petra
Not here... not here either... big sis!,Petra
"Big, sis...",Petra
"—Subaru,",Petra
"Subaru, Subaru... help me, Subaru,",Petra
—wha,Petra
Are you... Subaru? You're here?,Petra
"It's me, and I'm here. Everything's okay now.",Subaru
Subaru... Big Sis Frederica's fighting with a lady upstairs.,Petra
Frederica is?,Subaru
"She's dark, with a big knife... and really scary.",Petra
"A dark horrifying lady with a huge knife... yeah, I know her.",Subaru
"Please, save Big Sis Frederica! Beat that lady, Subaru!",Petra
—,Petra
And so I sent in some crazy strong reinforcements instead.,Subaru
"Have a nuisance being an incredible nuisance for the reunion, though.",Subaru
Do not be impolite.,Frederica
"Is that you, Garf?",Frederica
"Nevermind that, 'm I really safe t'be callin' yer Frederica... can't frickin' believe it... gahk!",Garfiel
Do not neglect to appropriately refer to me as your elder sister.,Frederica
No. Garf... you have truly grown large.,Frederica
Th'hell was that!?,Garfiel
"Ah, Otto-sama was also with you.",Frederica
Th'fuck!?,Garfiel
"Y'know,",Garfiel
"I did tell yer t'get th'hell out'v here, yeh?",Garfiel
Garf!,Frederica
—Fuckin' cheek!!,Garfiel
—!?,Frederica
"Get outta here, woman!!",Garfiel
The one being a moron is you!,Frederica
Dgha!?,Garfiel
Fighting in a manner which injures yourself... Grandmother would cry if she saw this.,Frederica
"Aeuh, guh... a-ain't like I don't know what th'granny'd think'v it...",Garfiel
Garf! This woman is shrouded in mystery. Take care not to slacken your guard...,Frederica
"'M sayin' I got that. But anyway. Sist... sis, d'you know a girl called Rem?",Garfiel
"...? Yes, she is in this mansion. I, erm, heard that she is Ram's younger sister.",Frederica
She look like Ram?,Garfiel
Exactly like Ram. But that is no pardon for you to use her as a replacement.,Frederica
"I ain't gonna do anythin' scummy like that. Jus'lookin' t'check. —Seriously, then.",Garfiel
"W-what are you saying? I will be fighting as well. With us together, our chances...",Frederica
...Garf?,Frederica
Wha!,Frederica
"Don't go misunderstandin' me, sis. I ain't sayin' yer a detriment.",Garfiel
...Then what are you saying?,Frederica
"'F me n' this chick get serious, this place's gonna turn into a warzone.",Garfiel
"Stop thinkin' bout pointless crap, sis.",Garfiel
Garf...,Frederica
Got it? In total there are four people in the mansion we have to save. They're all girls.,Subaru
"Sis, hrn... Ain't seen her for ten years now.",Garfiel
Apparently?,Otto
Gave them all t'granny without reading them.,Garfiel
Then the second would be Petra-chan.,Otto
Next is Rem. She's Ram's younger sister. Though you probably don't remember her.,Subaru
...You're right about that.,Subaru
S-so cool...!,Garfiel
Though...,Subaru
"I mean it's been horrifying watching this, but is this actually seriously working?",Subaru
Stop!! I'm gonna die!! I'm gonna die before you do!!,Subaru
"But anyway, y'stopped talkin' halfway, Captain.",Garfiel
Huh?,Subaru
I would like to think that that is not the reason I've failed to see her!,Otto
"The last one... Beatrice, probably, won't come out unless it's me.",Subaru
I'm taking Beatrice out of there. Dragging her out of there. I need to do it.,Subaru
"'F that's what yer say then that's what it is, Captain.",Garfiel
"Thank you, idiots.",Subaru
"He's incapable of giving an honest thanks, the idiot!",Otto
It don't make me happy to hear that from anyone 'cept Ram!!,Garfiel
It ain't over yet!,Garfiel
Yer done!!,Garfiel
Like that trick's gonna work!,Garfiel
—!?,Garfiel
—yhher prhahise ain't ghonher mhake me happy!,Garfiel
Fhuckin' stinks!!,Garfiel
"Pretty fuckin' good t'get away by losin' only an arm. Crap, m'mouth hurts.",Garfiel
...I-indeed. I shall.,Frederica
...Huh?,Frederica
—!,Frederica
Sis.,Garfiel
—I believe in you.,Frederica
Yer so unruffled that yer can overlook sis... ain't what's happenin' here.,Garfiel
"Honestly, 's just fuckin' gross. M'rippin' yer apart, manglin' yer t'shreds.",Garfiel
"...The Strongest of Shields, Garfiel Tinzel.",Garfiel
Entertainin'!!,Garfiel
—!!,Garfiel
—!,Garfiel
Y'fuck... 'm pretty sure I'm meant ter'v turned yer left arm useless.,Garfiel
"After all, yer th'same as one'v the old Witches.",Garfiel
—Yer a goddamn VAMPIRE!,Garfiel
Not fuckin' cool! Yer arm's seriously all back t'normal!?,Garfiel
Yer ain't denyin' it. So yer really are a vampire?,Garfiel
So yer on about guts so much because yer a vampire?,Garfiel
That's way fuckin' creepier.,Garfiel
"S' a big world... bit've a drag, but yer better pull it off, Captain.",Garfiel
—How come?,Beatrice
It's miserable and my heart's about a second from popping so let's cancel that topic.,Subaru
"Yup, always of my accord. So no matter how much you hate it, I'm here.",Subaru
This place is sooo nasty for spiritualists.,Emilia
Which is strange... since I can hardly sense anyone outside.,Emilia
Ram was pleading me. Have to keep focused.,Emilia
"I'm glad they believe in me, but that's not what this is about.",Emilia
"Anyway, this feeling... the TRIAL's here.",Emilia
"I saw my past. Then, the next one is...?",Emilia
—hk,Emilia
"Subaru,",Emilia
"Mother, Fortuna...",Emilia
Woah.,Emilia
"Mother, you're cute.",Emilia
—. Where did that come from? You really are half-asleep.,Fortuna
Good morning. You're all out early.,Emilia
—Right.,Emilia
Iiiii'm—heeere!,Emilia
"Ah,",Emilia
Arch! Are you okay?,Emilia
"Look, Emilia! Don't interrupt people right when they're almost done bathing!",Arch
"I'm sorry. I didn't think anyone'd be here... but I'm glad it was you, Arch.",Emilia
What're you implying!?,Arch
"I mean we're close Arch, so you'll forgive me.",Emilia
Auh...,Arch
Think damn what. Goddamn it... has no idea what I feel...,Arch
And I came here to take a bath. Can I jump in next to you?,Emilia
Nuhh...,Emilia
No nuhhs!,Arch
Wehh...,Emilia
No wehhs either!,Arch
"Arch, I'm sorry.",Emilia
"Er, um... h-how come you're being so docile suddenly?",Arch
That's something a kid'd think!,Arch
"Woo,",Emilia
Ah!,Arch
"—Pahh,",Emilia
No! Pahhs!,Arch
"This feels nice, Arch.",Emilia
Okay. I'm glad you're having fun too.,Emilia
"You really are an optimistic girl, Emilia...",Arch
Are you unwell? Is that why you're mad you fell in the water?,Emilia
"...? But Arch, you're who I'm closest with?",Emilia
Even around people you're close with! Erm... b-but just only do it around me.,Arch
Not around Mother?,Emilia
"Around Fortuna-sama, me, and that woman!",Arch
"Actually, you might be right. ...I didn't bring a change of clothes.",Emilia
"Seriously, what are you doing...",Arch
"Ahaha, I'm sorry, Arch. Thank you for lending me this.",Emilia
...Was my hair always this long?,Emilia
"auh, ah...",Emilia
"Emilia, what's wrong?",Arch
Did you see something strange in the river?,Arch
...No.,Emilia
"That's, not it.",Emilia
"Did something happen to your face? But I think it looks the same, pretty as always.",Arch
It's an adult's...,Emilia
Huh?,Arch
My face is an adult's. ...I've never even seen my face before.,Emilia
I...,Emilia
—I have to go.,Emilia
Emilia?,Arch
"Arch, I'm sorry. I'm going back to Mother Fortuna's.",Emilia
"Y-yeah... that's fine, but is everything okay with you?",Arch
I'm fine now. I'm sorry for interrupting your bath. And I'll be okay without the towel.,Emilia
Emilia!,Arch
"Right! Thank you, big bro!",Emilia
"I'm sorry, Mother. I was kinda... sooo kinda half-asleep.",Emilia
"No, it's okay. Only Arch saw.",Emilia
Mother?,Emilia
"Ah, erm, no, it's nothing. Now, come here.",Fortuna
"Mother, the house is getting all wet.",Emilia
"Come on, get going.",Fortuna
"Wagh,",Emilia
"Mother Fortuna, I'll wash the wet clothes by myself, so...",Emilia
—,Emilia
Juice.,Emilia
"Mother, you kept it a secret.",Emilia
"Huhu, now did I? I might've only forgotten about it.",Fortuna
"I don't think so. Juice's seat is there, and you're making food for three.",Emilia
Hrmp... changing the subject. And I can't cook because you won't teach me.,Emilia
"And there you go again, saying that so easily.",Fortuna
That's what I'm saying is devious.,Fortuna
"If Mother's food makes you so happy, Juice, you should just live here too.",Emilia
Wh—Emilia!,Fortuna
You're not.,Fortuna
"See, you really do get along sooo well.",Emilia
"Stop teasing us, Emilia. Juice, tell her off too.",Fortuna
"Hrrmpf. But, I think you're too late for that.",Emilia
"Wh-who is, saying...",Fortuna
"Tehena-san from across the street, Mitto-san and granny Tansei.",Emilia
Those three gossips...!,Fortuna
I think it'd be sooo great. You two should think about it too.,Emilia
A-and so... I'll leave the rest to you young'ns.,Emilia
"Seriously, Emilia, where are you leaning this?",Fortuna
"Hee, huhuhu.",Fortuna
"You were, Juice. She's my prided daughter, of course she would.",Fortuna
...Emilia?,Fortuna
"I, think there's some gunk in my eye. Gunk that's sooo big.",Emilia
That big? Are you okay?,Fortuna
"I'm okay, it's only fist-sized.",Emilia
I'm fine!,Emilia
"And they're the same colour as yours, Mother.",Emilia
You two eat breakfast. I'll be back right away.,Emilia
"It won't be good once it gets cold, so really do come back right away.",Fortuna
"Mm, right right away.",Emilia
—I love you both.,Emilia
"If I don't face it, it won't start.",Emilia
Taking me out of here...?,Beatrice
"Unwanted meddling, I suppose. Nobody asked for you to do that, in fact.",Beatrice
This isn't about anyone asking or not asking me. I'm taking you out of here. Decisively.,Subaru
"Just scram and have that foolish girl comfort you on her lap, I suppose.",Beatrice
You little... this's war! You say something like that and it's war!,Subaru
The strategy's like this 'cause I know he's way too kind.,Subaru
"Essential evacuees... you mean to say that Betty is the last, in fact.",Beatrice
"Yeah, I do.",Subaru
"Don't make me repeat myself, I suppose. I don't need your help, in fact.",Beatrice
"A fatal, flaw?",Beatrice
—hk,Beatrice
"Why does that woman know how to break Betty's GATE CROSSING, I suppose?",Beatrice
—,Subaru
Beatrice. This isn't the time for that conversa—,Subaru
"—It's Roswaal, in fact.",Beatrice
"It is written in Roswaal's gospel that I be killed, I suppose.",Beatrice
Want to tell me what that sigh was? And why the hell you look like you're agreeing!?,Subaru
"Nothing is written, in fact. Identical as ever, only blank pages, I suppose.",Beatrice
"...The same as ever, I'm the one deciding?",Beatrice
What in my life have I ever decided?,Beatrice
"Bea, trice...",Subaru
What if there's people who don't want that blank book gone?,Subaru
Then! Then what is that book doing in that place!,Subaru
—,Beatrice
And so then—,Subaru
"The book mustn't be disposed of until it reaches the SOMEONE, you're saying, I suppose.",Beatrice
—,Subaru
"—Just, enough, in fact.",Beatrice
An old friend of yours might kill you... how is that relaxing?,Subaru
"It's obvious, in fact.",Beatrice
"...What are you thinking to do, in fact?",Beatrice
—,Subaru
Stu...!,Beatrice
"O-other, possibilities...",Beatrice
Straight-out. The possibility your mom's book was wrong.,Subaru
"What, are...",Beatrice
Then I'll say it loud and clear! So that your stupid self and your stupid mother can hear it!,Subaru
—,Beatrice
It's four hundred years. Plenty long enough for at least one rebellious phase to hit.,Subaru
"—Demanding that I, Beatrice! Violate a contract! Speaking as if you know anything!",Beatrice
—Aguh!?,Subaru
—!,Beatrice
"Be silent, I suppose.",Beatrice
"Th-that is unrelenting, incorrigibly insidious of you, in fact...",Beatrice
"I-if, you... were THEY...",Beatrice
Will...,Beatrice
...you be Betty's THEY?,Beatrice
Are you stupid? —Of course I wouldn't be this weird mysterious THEY of yours.,Subaru
"Conceivably, it is laughable, I suppose.",Beatrice
"That guy... that guy... truly, what is wrong with him, I suppose!",Beatrice
"I'm exhausted, in fact...",Beatrice
"I pissed her off so much she threw me out... fuck, messed up with my word choice!",Subaru
"Anyway, can't stay here. Have to find Beako through another door and...!",Subaru
"Unfortunately, the situation outside has changed rather dramatically...",Otto
What happened? Short version please.,Subaru
"Witchbeasts did. Hordes of witchbeasts are encircling the mansion, and we cannot move.",Otto
Witchbeasts!?,Subaru
Do these guys live in the nearby forest?,Subaru
"They do, but.... the barrier should be keeping them out.",Petra
This barrier again...,Subaru
Okay. That's a relief.,Subaru
What about Frederica and Rem?,Subaru
Where are we right now? Which wing of the mansion?,Subaru
And so the possible escape routes are...,Subaru
What the hell is Garfiel doing!?,Subaru
Just one hit!?,Subaru
Stop saying this terrifying stuff!,Subaru
Take this I guess!,Subaru
"She's our pride and a good girl, moron!",Subaru
Then how about this!,Otto
She's a collector!,Subaru
—,Subaru
I'll show you something better.,Subaru
—○○○,Subaru
That ambush did not even work... those are not the reflexes of a human.,Frederica
"Frederica, my bad, thank you. And, Petra too.",Subaru
"N-no, I'm who should say sorry. But, Subaru... your eyes looked so scary, and...",Petra
Inv... what?,Petra
Big Sis Frederica...,Petra
"It must have been frightening for you, Petra. You did well to not cry.",Frederica
I have her.,Frederica
E-even so try to treat her carefully as possible okay?,Subaru
Gotta do something to solve the problems at hand.,Subaru
But it looked like it'd been pretty deep?,Subaru
Anyone'd think something was up the second you weren't split in two by Reinhardt.,Subaru
"Subaru-sama... her being present here would mean, Garf is...?",Frederica
"That's how I see it too, but in the end we don't...",Subaru
That moron!!,Subaru
"Uh, wha!?",Subaru
"Hey, Captain. Th'hell, y'were still inside?",Garfiel
"Yer don't need t'freak out, 's all good. My amazin' self killed it.",Garfiel
Pest which means?,Subaru
...What is that thing?,Otto
"From what I'm seeing, a biggish hippo.",Subaru
Bigg'ish'?,Otto
Yeah. 'Cause hippos are big anyway.,Subaru
...From the witchbeast forest.,Subaru
She's from back then!,Petra
"Roswaal's, plans!",Subaru
Like I can accept something so stupid!,Subaru
Y-you're sure not discouraged from talking. You do realise what this situation is?,Subaru
"I don't know how it works, but is it safe for me to think she's controlling the witchbeasts?",Subaru
Garfiel... can I ask you to do something crazy?,Subaru
"Try me, Captain.",Garfiel
I want you to stall Elsa and the girl simultaneously.,Subaru
—,Garfiel
No problem. Just leave it t'me. Gotten fired up now.,Garfiel
—!? S-seriously? No kidding? You can do it?,Subaru
"Garfiel. I know I already said this countless times in the carriage, but...",Subaru
I hear ya. My amazin' self got no ideas'v dyin' in this place either.,Garfiel
Now get goin'. I ain't able t'get serious 'f yer gettin' in th'way.,Garfiel
"Y-you can do it, scary-looking man.",Petra
"Witchbeasts generally just say ME EAT YOU WHOLE, so it isn't really a conversation!",Otto
Subaru-sama. I have an idea for an escape route.,Frederica
"I know, Frederica. It's probably the same place as what I'm gonna suggest. But...",Subaru
"No matter where we run they just can't make it easy for us, fuck!",Subaru
Ghaaaaaaaahgr!,Garfiel
Fuckin' fuck off!!,Garfiel
"Got yer wrist n' yer knife, haha.",Garfiel
Yer can keep yer bravado ter yerself.,Garfiel
Eh?,Garfiel
Stop treatin' me like a kid. My amazin' self's n' amazin' man.,Garfiel
"Fuck're you laughin' at, huh?",Garfiel
Th'Captain's group's funny?,Garfiel
Ha. Stupid bullshit.,Garfiel
"Are you alright, Frederica?",Subaru
"T-this time alone... I lack any margin to refute your ribbing, Natsuki-san.",Otto
"We're just, utterly... we lost because we had to split up with Garfiel...",Subaru
"With how dutiful you are, you really don't feel suited to being a merchant...",Subaru
